number;category;answer;question;m;ignore
10676;AARD;peleponesos;op welk Gr.schiereiland ligt Delphi;2;
10677;AARD;peleponnesos;grootste schiereiland van Griekenland, door de landengte van Korinthe gescheiden vh vasteland;2;
10678;AARD;penninisch gebergte;v. welk gebergte is de Cross Fell de hoogste top;2;
10679;AARD;pennsylvania;van welke Am.staat is Harrisburg de hoofdstad;3;
10680;AARD;perkpolder;waar eindigde het veer van Kruiningen aan de overkant;3;
10681;AARD;peru;in welk land vinden wij de zonnetempel v. Pachacamac;2;
10682;AARD;philadelphia;grootste en belangr.stad in Am.staat Pennsylvania maar niet hoofdstad;3;
10683;AARD;philadelphia;in welke Am.stad vinden wij de Liberty Bell;3;
10684;AARD;phoenix;wat is de hoofdstad vd Am.staat Arizona;3;
10685;AARD;piemonte;van welke It.regio is Turijn de hoofdstad;3;
10686;AARD;pierre;wat is de hoofdstad vd Am.staat South-Dakota;3;
10687;AARD;pieterburen;waar is de zeehondencreche van Lenie 't Hart;1;
10688;AARD;piraeus;havenstad van Athene;2;
10689;AARD;plymouth;wat is de oorlogshaven aan de Eng.zuidkust;3;
10690;AARD;po;welke rivier stroomt door Lombardije;2;
10691;AARD;polen;in welk land vinden wij de zoutmijnen van Wieliczka;3;
10692;AARD;polynesie;Oceanie bestaat uit 3 eilandengroepen:Melanesie,Micronesie ...;2;
10693;AARD;portland;grootste en belangrijkste stad in Am.staat Maine,maar niet hoofdstad;3;
10694;AARD;portland;grootste en belangrijkste stad in Am.staat Oregon maar niet hoofdstad;3;
10695;AARD;portugal;bij welk land behoren de Azoren;2;
10696;AARD;portugal;tot welk land behoort Madeira;2;
10697;AARD;portugees;welke taal spreekt men in Brazilie;2;
10698;AARD;potsdam;wat is de hoofdstad van de Du.deelstaat Brandenburg;3;
10699;AARD;praia;wat is de hoofdstad van Kaapverdie;3;
10700;AARD;pretoria;hoofdstad/regeringszetel Zuid-Afrika;2;
10701;AARD;providence;wat is de hoofdstad vd Am.staat Rhode-Island;3;
10702;AARD;purmerend;wijken:Wheermolen,Overwhere,de Gors;2;
10703;AARD;pyongyang;hoofdstad Noord-Korea;2;
10704;AARD;pyreneeen;van welk gebergte is de Aneto de hoogste top (3404 m.);2;
10705;AARD;qatar;van welk land is Doha de hoofdstad;3;
10706;AARD;quito;hoofdstad van Ecuador;2;
10707;AARD;quito;welke Z.Am.hoofdstad ligt het dichtst bij de evenaar;2;
10708;AARD;raleigh;wat is de hoofdstad vd Am.staat North-Carolina;3;
10709;AARD;rangoon;vroegere hoofdstad Myanmar toen land Birma heette;2;
10710;AARD;ravenna;It.stad m. vroeg-christelijke bouwwerken met mozaieken en graftombe v.Dante,ex-hfdst.W-Rom.rijk;3;
10711;AARD;regge;Twente ligt tussen 2 rivieren : in het Oosten de Dinkel, welke in Westen ;3;
10712;AARD;reimerswaal;in welke gemeente ligt/liggen Krabbendijke en Yerseke;3;
10713;AARD;reitdiep;welk water mondt bij Zoutkamp uit in Lauwersmeer;3;
10714;AARD;reno;2e gokstad van de VS na Las Vegas;3;
10715;AARD;reuss;over welke rivier gaat de Kapellbrucke in Luzern;3;
10716;AARD;reuzengebergte;in welk gebergte ontspringt de Elbe;3;
10717;AARD;reuzengebergte;van welk gebergte is de Sneeuwkop (Snezka) de hoogste top;3;
10718;AARD;rheinland-pfalz;van welke Du.deelstaat is Mainz de hoofdstad;2;
10719;AARD;rhode island;van welke Am.staat is Providence de hoofdstad;3;
10720;AARD;rhone;waarvan zijn de Isere en Durance zijrivieren;2;
10721;AARD;rhone;welke rivier stroomt door Geneve;2;
10722;AARD;rhone-alpes;in welke Fr.region ligt het departement Ardeche;3;
10723;AARD;riaad;hoofdstad Saudi-Arabie (zonder evt. voorvoegsels);2;
10724;AARD;richmond;wat is de hoofdstad vd Am.staat Virginia;3;
10725;AARD;rigi;oudste tandradbaan Europa gaat de koningin der bergen op;2;
10726;AARD;rijn;over welk water gaat in Nederland de Andrej Sacharovbrug;2;
10727;AARD;rijn;over welke rivier gaat de John Frostbrug;2;
10728;AARD;rijn;riool van Europa;1;
10729;AARD;rijn;waarvan zijn de Lahn en Lippe zijrivieren;2;
10730;AARD;rijn;welke rivier ontspringt op de Sint-Gotthard;1;
10731;AARD;rijssel;wat is Ned.naam voor de Fr.stad Lille;2;
10732;AARD;ring racer;wat is snelste achtbaan ter wereld (217 km./u);3;
10733;AARD;rio de janeiro;in welke stad standbeeld Cristo Redentor (Christus de Verlosser);2;
10734;AARD;rio de janeiro;van welke stad noemt men de inwoners Cariocas;3;
10735;AARD;rio de janeiro;van welke stad worden de krottenwijken favelas genoemd;3;
10736;AARD;rio de la plata;aan weerszijden v.welke rivier liggen Buenos Aires en Montevideo;3;
10737;AARD;rocky mountains;in welk gebergte komt de grizzly voor;2;
10738;AARD;rode;aan welke zee ligt Akaba;2;
10739;AARD;rode;aan welke zee ligt Eilat;2;
10740;AARD;rode plein;wat is het centrale plein van Moskou;1;
10741;AARD;roemenie;in welk land Timisoara,Iasi,Ploesti;2;
10742;AARD;roemenie;in welk land:Brasov,Galati,Pitesti;2;
10743;AARD;rome;waar:Quirinaal,Engelenburcht,Villa Borghese;2;
10744;AARD;rome;wat is de hoofdstad van de It.regio Latium;2;
10745;AARD;ronde venen;in welke gemeente ligt/liggen Mijdrecht en Vinkeveen;3;
10746;AARD;roode steen;plein in Hoorn met standbeeld J.P.Coen en Westfries museum;3;
10747;AARD;rosep;in de Kampina stromen 2 riviertjes:Beerze en ...;3;
10748;AARD;rosmalen;in welke plaats vinden wij het Autotron;2;
10749;AARD;rotterdam;"in welke stad een vd hoogste geb. in Ned.""Millenniumtoren"" (131 m.)";2;
10750;AARD;rotterdam;"in welke stad een vd hoogste geb. in Ned.""Montevideo"" (139 m.)";3;
10751;AARD;rotterdam;in welke stad vinden wij de Erasmusbrug;1;
10752;AARD;rotterdam;in welke stad vinden wij hoogste gebouw van Nederland;2;
10753;AARD;rotterdam;waar vinden wij het witte huis,1e wolkenkrabber Ned./Eur.;2;
10754;AARD;rotterdam;"welke Ned.stad noemt men ""Manhattan a/d Maas""";2;
10755;AARD;rotterdam;wijken:Charlois,Katendrecht,Beverwaard;2;
10756;AARD;rotterdam;wijken:IJsselmonde,Afrikaanderwijk,Hillegersberg;2;
10757;AARD;rotterdam;wijken:Kralingen,Hillesluis,Bloemhof;2;
10758;AARD;rotterdam;wijken:Overschie,Lombardijen,Pendrecht;2;
10759;AARD;ruhr;welke zijrivier vd Rijn mondt bij Duisburg uit in de Rijn;2;
10760;AARD;run;hoe wordt de Kleine Dommel ook genoemd;3;
10761;AARD;sachsen;van welke Du.deelstaat is Dresden de hoofdstad;2;
10762;AARD;sachsen-anhalt;van welke Du.deelstaat is Magdeburg de hoofdstad;3;
10763;AARD;sacramento;wat is de hoofdstad vd Am.staat California;3;
10764;AARD;saigon;tot 1975 naam huidige Ho-chi-Min-stad;2;
10765;AARD;saint-paul;wat is de hoofdstad vd Am.staat Minnesota;3;
10766;AARD;salem;wat is de hoofdstad vd Am.staat Oregon;3;
10767;AARD;salland;in welke landstreek ligt Raalte;2;
10768;AARD;salt lake city;wat is de hoofdstad vd Am.staat Utah;2;
10769;AARD;samariakloof;naam vd langste kloof v.Europa,18 km.lang, op Kreta;3;
10770;AARD;sami;hoe noemen de bewoners van Lapland zichzelf;3;
10771;AARD;samoen;hoe wordt hete,droge wind in West-Azie,mn in Arabie en langs Perzische Golf gen.;3;
10772;AARD;san marino;dwergstaatje in Italie, naast Vaticaanstad, vergelijkbaar met Andorra in Frankrijk;2;
10773;AARD;sana;wat is de hoofdstad van Jemen;2;
10774;AARD;santa fe;wat is de hoofdstad vd Am.staat New-Mexico;3;
10775;AARD;santiago;hoofdstad Chili;2;
10776;AARD;santiago;van welke stad is Valparaiso de haven;2;
10777;AARD;sardinie;van welke It.regio is Cagliari de hoofdstad;2;
10778;AARD;sava;welke rivier stroomt door Zagreb;3;
10779;AARD;sava;welke zijrivier vd Donau stroomt bij Belgrado in de Donau;3;
10780;AARD;savanne;zone met vegetatie als overgang v.tropisch regenwoud en steppen;2;
10781;AARD;sawah;Indonesisch rijstveld;1;
10782;AARD;schelde;waarvan is de Dender een zijrivier;2;
10783;AARD;schelde;waarvan is de Leie een zijrivier;2;
10784;AARD;schelde;welke rivier stroomt door Antwerpen;2;
10785;AARD;schermer;in NH 4 droogmakerijen: Beemster,Wormer,Purmer en ..;2;
10786;AARD;schiedam;wijken:Kethel,Groenoord,Mathenesse;3;
10787;AARD;schilderswijk;hoe heet de beruchtste buurt van den Haag;2;
10788;AARD;schleswig-holstein;van welke Du.deelstaat is Kiel de hoofdstad;3;
10789;AARD;schokland;naast Urk nog een voormalig eiland in NOP;2;
10790;AARD;schoonhoven;zilversmedenstad;2;
10791;AARD;schor;in Zuidwest Nederland gebr.benaming voor kwelder;2;
10792;AARD;schothorst;3 nieuwe wijken in Amerfoort eindigen op -Horst: Vathorst, Zielhorst en …;1;
10793;AARD;schotland;in welk land vinden wij de ruine v. Ardvreck Castle aan het Loch Assynt;2;
10794;AARD;schwerin;wat is de hoofdstad van de Du.deelstaat Mecklenburg-Vorpommern;3;
10795;AARD;seattle;grootste en belangrijkste stad in Am.staat Washington maar niet hoofdst.;2;
10796;AARD;segovia;Spaanse stad met Romeins aquaduct;3;
10797;AARD;seine;aan welke rivier ligt Rouen;2;
10798;AARD;seoul;hoofdstad Zuid-Korea;1;
10799;AARD;servaasbrug;oudste brug van Nederland;2;
10800;AARD;sevenum;in welke plaats vinden wij pretpark Toverland;3;
10801;AARD;sevilla;hoofdstad van de Sp.regio Andalusie;3;
10802;AARD;sevilla;in welke Sp. stad vinden wij het Kon.paleis Real Alcazar;3;
10803;AARD;shannon;welke rivier stroomt door Limerick;3;
10804;AARD;shetland;tot welke eilandengroep behoren Unst,Yell,Mainland;3;
10805;AARD;siam;naam Thailand voor 1939;2;
10806;AARD;sicilie;op welk eiland ligt Syracuse;2;
10807;AARD;sierra nevada;van welk gebergte is de Mulhacen een vd hoogste toppen;3;
10808;AARD;sierra nevada;welk gebergte komt zowel in Spanje als in VS voor;3;
10809;AARD;silver star;wat is hoogste achtbaan in Eur. (73 m.) in Du.Rust;3;
10810;AARD;simferopol;hoofdstad van de Krim;2;
10811;AARD;singalezen;op Sri Lanka 2 bevolkingsgroepen: Tamils en ...;3;
10812;AARD;singapore;waarvan is Changi de internationale luchthaven;2;
10813;AARD;sint-petersburg;in welke stad vinden wij hoogste gebouw van Europa (462 m.);2;
10814;AARD;sittard;wijken:Sanderbout,Stadbroek,Vrangendael;3;
10815;AARD;sjanghai;in welke stad staat de Jin Mao Tower,geb.1998 421 m.hoog;3;
10816;AARD;skaftafell;IJsland heeft 2 nationale parken: Thingvellir en ...;3;
10817;AARD;slenk;langs een breuklijn weggezakt deel vd aardkorst;3;
10818;AARD;sleutelstad;bijnaam van Leiden;2;
10819;AARD;slufter;hoe heet de zeegeul die op Texel intact is gelaten;2;
10820;AARD;sluis;wat betekent sas in bijv.Sas-van-Gent;2;
10821;AARD;smallingerland;in welke gemeente ligt Drachten;3;
10822;AARD;smog;mist + vuile lucht;1;
10823;AARD;sneek;waar vinden de Waterpoort;2;
10824;AARD;sneeuwkop;wat is de hoogste top in het Reuzengebergte;3;
10825;AARD;soedan;in welk land ligt de regio Darfur;1;
10826;AARD;soedan;van welk land is Khartoem de hoofdstad;2;
10827;AARD;soenda;zeestraat tussen Sumatra en Java is de straat van …;3;
10828;AARD;soest;wijken:Overhees,Smitsveen,Klaarwater,'t Hart;3;
10829;AARD;sofia;in welke stad vinden wij de Alexander Nevsy-kathedraal beh.Tallinn;3;
10830;AARD;sognefjord;langste en diepste Noorse fjord;2;
10831;AARD;soho;Aziatische,Chinese wijk van Londen;2;
10832;AARD;solomon-islands;tot welke eilandengroep behoort Tikopia, cycloon begin 2003;3;
10833;AARD;south-carolina;van welke Am.staat is Columbia de hoofdstad;3;
10834;AARD;south-dakota;van welke Am.staat is Pierre de hoofdstad;3;
10835;AARD;soweto;grootste zwarte voorstad van Johannesburg;2;
10836;AARD;spaarnestad;bijnaam van Haarlem;2;
10837;AARD;spijkerkwartier;hoe heet de beruchtste buurt van Arnhem;2;
10838;AARD;springfield;wat is de hoofdstad vd Am.staat Illinois;3;
10839;AARD;steel dragon;wat is de naam vd langste achtbaan ter wereld (2479 m.) in Nagashima;3;
10840;AARD;steenwijk;in welke plaats vinden wij park + Jugendstilvilla Rams-Woerthe;3;
10841;AARD;stille;hoe wordt de Grote Oceaan ook wel genoemd;1;
10842;AARD;stolpboerderij;welk type boerderij komt meest voor in Noord-Holland;2;
10843;AARD;stromboli;in Italie 3 vulkanen: Vesuvius, Etna en …..;2;
10844;AARD;stuttgart;wat is de hoofdstad van de Du.deelstaat Baden-Wurttemberg;2;
10845;AARD;sucre;regering van Bolivia zetelt in La Paz,maar wat is off.hoofdstad;3;
10846;AARD;suezkanaal;verbinding tussen Middellandse en Rode zee;2;
10847;AARD;sumatra;op welk Indon.eiland ligt Atjeh;2;
10848;AARD;sumatra;van welk Indon.eiland is Medan de hoofdstad;2;
10849;AARD;suomi;Finland op postzegels;2;
10850;AARD;suriname;in welk land ligt Langetabbetje;2;
10851;AARD;suriname;in welk land wordt de taal sranatongo gesproken;2;
10852;AARD;syrie;in welk land ligt Aleppo;1;
10853;AARD;tadjikistan;van welk land is Doesjanbe de hoofdstad;3;
10854;AARD;tafelberg;Kaapstad is gebouwd aan noordflank van deze berg;2;
10855;AARD;taiga;naaldwouden in Siberie tussen toendra en loof-en gemengd bos;3;
10856;AARD;taiwan;waarvan is Taipei de hoofdstad;2;
10857;AARD;tallahassee;wat is de hoofdstad vd Am.staat Florida;3;
10858;AARD;tallinn;hoofdstad Estland;2;
10859;AARD;tamils;op Sri Lanka 2 bevolkingsgroepen: Singalezen en ..;2;
10860;AARD;tanzania;van welk Afr. land is Dodoma de officiele hoofdstad;3;
10861;AARD;tanzania;van welk land is Zanzibar een onderdeel;3;
10862;AARD;tanzania;van welk land was Dar es Salaam de hoofdstad;3;
10863;AARD;tarn;over welke rivier gaat de hoogste brug ter wereld;3;
10864;AARD;tatra;hoogste berggroep in de Karpaten;3;
10865;AARD;tel-aviv;bij welke stad ligt het vliegveld Ben-Gurion;2;
10866;AARD;tenerife;grootste eiland van de Canarische eilanden;2;
10867;AARD;tenerife;op welk eiland vinden wij El Teide (hoogste berg Spanje);3;
10868;AARD;tennesee;van welke Am.staat is Nashville de hoofdstad;2;
10869;AARD;terlet;zweegvliegveld op de Veluwe;2;
10870;AARD;terneuzen;bij welke plaats komt Westerscheldetunnel uit aan Z-Vl.zijde;2;
10871;AARD;terpen ;hoe heten wierden in Friesland;2;
10872;AARD;texas;in welke Am.staat ligt Houston;2;
10873;AARD;texas;van welke Am.staat is Austin de hoofdstad;2;
10874;AARD;texel;waar vinden wij de Slufter;2;
10875;AARD;texel;waar vinden wij Ecomare;2;
10876;AARD;thailand;waarvan is Bangkok de hoofdstad;2;
10877;AARD;theems;aan welke rivier ligt Oxford;2;
10878;AARD;theems;welke rivier stroomt door Londen;1;
10879;AARD;thessaloniki;qua inwonertal 2e stad v.Griekenland;2;
10880;AARD;tholen;6 vroegere Zeeuwse eilanden: SchouwenDuiveland,NoordBev.,Zuidbev.Walcheren,St.Philipsland en …;2;
10881;AARD;tibet;van welk land is Lhasa de hoofdstad;2;
10882;AARD;tiel;bj welke plaats mondt het Amsterdam-Rijnkanaal uit in de Waal;2;
10883;AARD;tigris;wie of wat hoort er bij Eufraat;2;
10884;AARD;tilburg;"in welke stad een vd hoogste geb. in Ned.""Westpoint"" (143 m.)";3;
10885;AARD;tilburg;wijken:Goirke,Oerle,'t Zand,Korvel,Stokhasselt;3;
10886;AARD;tirana;bij welke stad ligt het vliegveld Rinas Mother Teresa Airport;3;
10887;AARD;tirana;wat is de hoofdstad van Albanie;2;
10888;AARD;titicameer;hoogst gelegen meer van Zuid-Amerika;3;
10889;AARD;tivoli;pretpark in Kopenhagen;2;
10890;AARD;tjasker;m.n.in Friesland voorkomend ijzeren weide/watermolentje;3;
10891;AARD;tobago;wat hoort bij trinidad;3;
10892;AARD;togo;van welk land is Lome de hoofdstad;3;
10893;AARD;tokio;"van welke Az.hoofdstad betekent de naam lett. ""oosterse hoofdstad""";3;
10894;AARD;topeka;wat is de hoofdstad vd Am.staat Kansas;3;
10895;AARD;toradja's;volk dat leeft in binnenlanden van Sulawesi,bek.begrafenisceremonie;3;
10896;AARD;toronto;in welke stad staat de CN-tower;3;
10897;AARD;toscane;van welke It.regio is Florence de hoofdstad;2;
10898;AARD;tramontana;harde,droge valwind in Languedoc en Rousillon, soort mistral;3;
10899;AARD;transsyberische;welke spoorlijn eindigt in Wladiwostok;2;
10900;AARD;trenton;wat is de hoofdstad vd Am.staat New-Jersey;3;
10901;AARD;trog;hoe wordt een diepe kloof in de oceaan genoemd;3;
10902;AARD;tsjaad;van welk land is Ndjamena de hoofdstad;3;
10903;AARD;tsjetjenie;van welk land is Grozny de hoofdstad;2;
10904;AARD;tsunami;Jap.woord voor vloedgolf,bijv.na aarbeving (2004 Azie);1;
10905;AARD;turijn;in welke stad Palazzo Reale,Palazo Madama,kerk San Lorenzo;3;
10906;AARD;turijn;wat is de hoofdstad van de It.regio Piemonte;2;
10907;AARD;turkije;wat is de huidige naam van Anatolie;2;
10908;AARD;turkmenistan;van welk land is Ashgabat de hoofdstad;3;
10909;AARD;uithuizen;in welke stad/plaats vinden wij de Menkemaborg;3;
10910;AARD;ultimate;wat is langste achtbaan in Europa (2268 m.);3;
10911;AARD;urk;6 gemeenten in Flevoland:Almere,Lelystad,Dronten,Zeewolde,Noordoostpolder en ..;2;
10912;AARD;utrecht;in welke provincie ligt Leerdam;2;
10913;AARD;utrecht;in welke provincie ligt Spakenburg;1;
10914;AARD;utrecht;in welke stad david v.mollembrug, gasthuisbrug,marnixbrug,rode brug;3;
10915;AARD;utrecht;waar bevindt zich de Inktpot in gebruik als hoofdkantoor Prorail;1;
10916;AARD;utrecht;waar is 's Rijks Munt (nu: Kon.Ned.Munt) gevestigd;2;
10917;AARD;utrecht;waar vinden wij:Buurkerk,Geertekerk,Jacobikerk;3;
10918;AARD;utrecht;wijken:Overvecht,Kanaleneiland,Lunetten;1;
10919;AARD;utrecht;wijken:Sterrenwijk,Oog in Al,Wittevrouwen;2;
10920;AARD;vaassen;in welke plaats ligt slot Cannenburgh;3;
10921;AARD;valkenburg;bij welke plaats is de Cauberg;2;
10922;AARD;valparaiso;hoe heet de havenstad van de hoofdstad van Chili;3;
10923;AARD;vathorst;3 nieuwe wijken in Amerfoort eindigen op -Horst: Schothorst, Zielhorst en …;2;
10924;AARD;vecht;waarin mondt de Regge uit;2;
10925;AARD;veenendaal;wijken:Franse Gat,'t Hoorntje,Dragonder;3;
10926;AARD;venetie;waar vinden wij de brug der zuchten;2;
10927;AARD;venetie;waar vinden wij de Rialto;2;
10928;AARD;venezuela;bij welk land hoort vakantieeiland isla margarita;2;
10929;AARD;venezuela;in welk land bevindt zich de hoogste waterval ter wereld (979 m. hoog);3;
10930;AARD;venezuela;van welk land is Caracas de hoofdstad;2;
10931;AARD;vermont;van welke Am.staat is Montpelier de hoofdstad;3;
10932;AARD;victoria falls;Zambesi zorgt voor een van de grootste watervallen ter wereld  ;3;
10933;AARD;victoriameer;grootste binnenmeer van Afrika;1;
10934;AARD;virginia;van welke Am.staat is Richmond de hoofdstad;3;
10935;AARD;vlaanderen;2 delen van Belgie: Wallonie en ...;1;
10936;AARD;vlaardingen;wijken:Holy,Babberspolder,Vettenoordsepolder;3;
10937;AARD;vlist;rivier tussen Haastrecht en Schoonhoven;2;
10938;AARD;volkel;militaire vliegbasis in de Peel;2;
10939;AARD;voorne;op welk voorm.eiland ligt Rockanje;3;
10940;AARD;vuurland;eiland ten zuiden v. Argentinie;3;
10941;AARD;waal;over welk water gaat de Herman de Manbrug;3;
10942;AARD;waal;over welk water gaat de Martinus Nijhoffbrug;1;
10943;AARD;waal;over welk water gaat de Prins Willem-Alexanderbrug;3;
10944;AARD;wageningen;wijken:Pomona,Belmonte,Haverlanden;3;
10945;AARD;warschau;welke hoofdstad ligt aan de Weichsel of Wisla;2;
10946;AARD;washington;van welke Am.staat is Olympia de hoofdstad;3;
10947;AARD;wellington;hoofdstad Nieuw-Zeeland;2;
10948;AARD;wenen;in welke stad vinden wij de Stephansdom;3;
10949;AARD;weser;aan welke rivier ligt Bremen;2;
10950;AARD;weser;welke rivier vormen de Fulda en de Werra samen;2;
10951;AARD;westerschelde;over welk water gaat veerdienst Vlissingen-Breskens;1;
10952;AARD;westerschelde;over welk water ging het veer Kruiningen-Perkpolder;2;
10953;AARD;westland;wat wordt bedoeld met de glazen stad;2;
10954;AARD;weststellingwerf;in welke gemeente ligt/liggen Wolvega en Noordwolde;3;
10955;AARD;west-virginia;van welke Am.staat is Charleston de hoofdstad;3;
10956;AARD;wierden;hoe heten terpen in Groningen;2;
10957;AARD;wiesbaden;wat is de hoofdstad van de Du.deelstaat Hessen;2;
10958;AARD;wigwam;huis van de indianen;1;
10959;AARD;wijdemeren;in welke gemeente ligt/liggen 's Graveland en Loosdrecht;2;
10960;AARD;wijk bij duurstede;bij welke plaats verandert de Rijn in Lek;2;
10961;AARD;willemstad;hoofdstad Curacao;2;
10962;AARD;wilmington;grootste en belangrijkste stad in Am.staat Delaware maar niet hoofdstad;3;
10963;AARD;windhook;wat is de hoofdstad van Namibie;3;
10964;AARD;wisconsin;van welke Am.staat is Madison de hoofdstad;3;
10965;AARD;wisla;welke rivier stroomt door Krakow;3;
10966;AARD;wisla;welke rivier stroomt door Warschau;2;
10967;AARD;witmarsum;bel.plaats/waar staat gem.huis gemeente Wunseradiel;3;
10968;AARD;wolgograd;huidige naam vd Ru.stad Stalingrad vanaf 1961;3;
10969;AARD;wolvega;bel.plaats/waar staat gem.huis gemeente Weststellingwerf;3;
10970;AARD;wroclaw;huidige naam Breslau;3;
10971;AARD;wymbritseradeel;in welke gemeente ligt/liggen IJlst;3;
10972;AARD;wyoming;van welke Am.staat is Cheyenne de hoofdstad;3;
10973;AARD;yamoussoukro;wat is de nieuwe hoofdstad van Ivoorkust sinds 200x;3;
10974;AARD;yangtze;wat is de langste rivier van Azie;2;
10975;AARD;ypenburgh;(vroegere) vliegveld bij Den Haag;2;
10976;AARD;zaandam;wijken:Kogerveld,Houtveld,Kalf;2;
10977;AARD;zaire;onder welke naam ging vroegere Belgisch Kongo verder van 1971-1997;2;
10978;AARD;zaltbommel;in welke plaats vinden wij het Maarten van Rossumhuis,thans museum;3;
10979;AARD;zanzibar;uit welke 2 staten bestaat Tanzania: Tanganjika en ..;3;
10980;AARD;zederik;in welke gemeente ligt/liggen Ameide,Lexmond,Meerkerk;3;
10981;AARD;zeelandbrug;wat is de langste brug van Nederland;2;
10982;AARD;zeist;wijken:Griffensteijn,Kerckebosch,Kersbergen;3;
10983;AARD;zes;hoeveel gemeenten telt de provincie Flevoland;2;
10984;AARD;zestienhoven;hoe heette het vliegveld bij Rotterdam van 1956-2010;2;
10985;AARD;zielhorst;3 nieuwe wijken in Amerfoort eindigen op -Horst: Schothorst, Vathorst en …;2;
10986;AARD;zuidholland;in welke provincie gem.Rijnwoude;3;
10987;AARD;zurich;waar begint/eindigt de Afsluitdijk in Friesland;2;
10988;AARD;zurich;waarvan is Kloten het vliegveld;2;
10989;AARD;zutphen;bij welke plaats mondt de Berkel uit in de IJssel;2;
10990;AARD;zutphen;waar vinden wij de Sint-Walburgskerk (uit 1564);3;
10991;AARD;zwarte;in welke zee mondt de Dnjepr uit;2;
10992;AARD;zwarte;in welke zee mondt de Donau uit;1;
10993;AARD;zwitserland;van welk land heten de provincies kantons;2;
10994;AARD;zwitserland;wie of wat wordt bedoeld met Helvetia;2;
10995;AARD;zwolle;wijken:Schelle,Diezerpoort,Wipstrik;3;
10996;BIJB;abraham;wie was de zoon van Terah;3;
10997;BIJB;acht;uit hoeveel delen bestaat het Requiem/dodenmis;3;
10998;BIJB;afscheiding;hoe werd de afsplitsing vd Hervormde Kerk in 1834 genoemd;2;
10999;BIJB;agnosticisme;uit het Grieks afk.term voor de filosofische leer dat kennis v.bovennatuurlijke verschijnselen onmogelijk is;3;
11000;BIJB;albigenzen;belangrijkste Midd.sekte binnen de Katharen,gen.naar Fr.stad;3;
11001;BIJB;alida bosshardt;voornaam majoor Bosshardt boegbeeld Leger des Heils, die 2007 op 94-j.leeftijd overleed in A'dam;3;
11002;BIJB;amram;wie hoort bij Jochebed/man van Jochebed;3;
11003;BIJB;ananias;door wie werd Paulus van zijn blindheid genezen;3;
11004;BIJB;anna;"moeder v.Maria volgens apocrief ""Proto-evangelie van Jacobus""";3;
11005;BIJB;antipas;Rom.stadhouder v.Galilea tijdens Jezus' leven was Herodes...;3;
11006;BIJB;antwerpen;waar kerken St.Paulus,St.Andries,St.Jacob,St.Carolus Borromeus;3;
11007;BIJB;apostel;"een uit Gr.afkomstig wordt dat ""gezondene"" betekent en gebr.wordt voor deg.die de chr.boodschap bracht";2;
11008;BIJB;aquino,thomas v.;"wie schreef ""Summa Theologiae"",grootste theol.werk Middeleeuwen";3;
11009;BIJB;arnhem;in welke plaats in Ned.vinden wij aya sofia moskee;3;
11010;BIJB;assisi,franciscus v.;onder welke naam is Francesco Bernardone bij ons bekend;3;
11011;BIJB;assyrie;in welk rijk lag de stad Nineve;3;
11012;BIJB;assyrische;van welk rijk was Tiglatpileser een der heersers;3;
11013;BIJB;augustinus;"van wie/kerkvader is belangrijkste werk ""over de Stad Gods"" ";2;
11014;BIJB;bakker;wie bleek de schuldige in de droom van Jozef mbt vergiftiging farao;2;
11015;BIJB;barabas;Pilatus vroeg de Joden Jezus vrij te laten of de moordenaar ..;3;
11016;BIJB;barth,karl;"Zwits.theoloog,grondlegger dialectische theologie (""Romerbrief"")";3;
11017;BIJB;batseba;moeder van Salomo;3;
11018;BIJB;belsazar;welke koning werd gewaarschuwd door schrijvende hand a/d muur;3;
11019;BIJB;benedictus-16;voorganger huidige paus;1;
11020;BIJB;benjamin;jongste broer van Jozef;1;
11021;BIJB;beth;2e letter van het Hebr.alfabet;2;
11022;BIJB;bethel;"Hebr.voor ""huis van God""";3;
11023;BIJB;bhagwan;welke sekte/geloofsgroepering is opgericht d.Rajneesh Chandra Mohan,oranje/rode kleding verplicht;3;
11024;BIJB;biecht;de 7 sacramenten: doopsel,vormsel,eucharistie,huwelijk,wijding,ziekenzalving en ……;3;
11025;BIJB;bodhi tree;heilige boom v.hindoes en boeddhisten bij Patna (India);3;
11026;BIJB;bosshardt;boegbeeld Leger des Heils, die 2007 op 94-j.leeftijd overleed in A'dam;2;
11027;BIJB;canterbury;van welke plaats waren Ode,Beckett,Anselmus bisschop;3;
11028;BIJB;casablanca;in welke stad  (in Marokko) bevindt zich de Hassan-II moskee;3;
11029;BIJB;chanoeka;met welk feest herdenken de Joden de herinwijding vd tempel;3;
11030;BIJB;children of god;van welke religieuze groepering/sekte is David Moses Berg de stichter/grondlegger;3;
11031;BIJB;christoffel;welke sint is de beschermheilige vd reizigers/verkeersdeelnemers,oa op kerktoren Roermond;3;
11032;BIJB;christoffel;welke sint is de patroon/beschermheilige van Roermond;3;
11033;BIJB;christus;Hebr.woord voor gezalfde = messias. Wat is het Gr.woord daarvoor? Jezus wordt ook zo genoemd;2;
11034;BIJB;cistercienzers;RK-orde,vanwege de kleur v.hun habijt de witte monniken genoemd;3;
11035;BIJB;citer;welk muziekinstrument bespeelde de bijbelse David;3;
11036;BIJB;clovis;welke koning der Franken werd begin 6e eeuw in Reims gedoopt;3;
11037;BIJB;consistorie;ruimte in/bij prot.kerk waar kerkeraad vergadert;2;
