number;category;answer;question;m;ignore
1280;CRYP;onbemand;Zonder partner is een vrouw stuurloos;3;
1281;CRYP;onsje;Het gewicht van 2 voornaamwoorden;2;
1282;CRYP;ontgroeningstijd;Herfst voor studenten;2;
1283;CRYP;oog;Wat kan groter zijn dan de maag;1;
1284;CRYP;oog;De spiegel van de ziel;1;
1285;CRYP;oogappel;De allerliefste is geboren uit een lichaamsdeel en een vrucht;3;
1286;CRYP;opera;Gebouw voor muzikale werken;2;
1287;CRYP;ophemelen;Aanprijzen tot in het hiernamaals;2;
1288;CRYP;oplichterstruc;De handigheid van een gewichtheffer brengt geld op;3;
1289;CRYP;opperdoes;In deze Noord-Hollandse plaats heeft een hond de hoogste positie;3;
1290;CRYP;oproerkraaiers;Hanen die de openbare orde verstoren;2;
1291;CRYP;opschepper;Iemand die zichzelf geweldig vindt, serveert de maaltijd;2;
1292;CRYP;opslag;Een goede service levert salarisverhoging op;1;
1293;CRYP;opslag;Loonsverhoging door de bal in het spel te brengen;2;
1294;CRYP;opstelten;Deze ex-burgemeester en ex-minister torent hoog boven zijn onderdanen uit;2;
1295;CRYP;oudemannenkwaal;Geen ziekte voor jongemannen, maar jongeheren;2;
1296;CRYP;oudlid;Hij hoort er niet meer bij, omdat hij geen jongeheer meer is;2;
1297;CRYP;oudste;Wie moet altijd de wijste wezen;1;
1298;CRYP;ouwelullendag;De vrije tijd die een jeugdlid niet heeft;3;
1299;CRYP;overloon;Brabantse plaats waar extra salaris wordt gegeven;3;
1300;CRYP;overmorgen;Tegenovergestelde van eergisteren;1;
1301;CRYP;panama;In welk land gaat de vrouw voor de man;3;
1302;CRYP;pastoor;Bij die geestelijke hoort een handvat;2;
1303;CRYP;peuleschil;Groenteafval dat niet veel voorstelt;2;
1304;CRYP;piek;Een gulden voor in de kerstboom;2;
1305;CRYP;pikdonker;Gunstig voor een dief in de nacht;3;
1306;CRYP;pofbroek;Kledingstuk dat je pas later hoeft te betalen;2;
1307;CRYP;polsen;Lichaamsdelen die voorzichtig informatie inwinnen;2;
1308;CRYP;potvis;Spaarzaam waterdier;2;
1309;CRYP;punteren;Dit kun je doen bij het voetballen of in Giethoorn;2;
1310;CRYP;raad;Als het goede is, moet u het duur betalen;2;
1311;CRYP;raaf;Zeer zeldzame witte vogel;2;
1312;CRYP;raden;Adviesorganen die er een slag naar slaan;2;
1313;CRYP;rails;Zowel geschikt voor gordijnen als vervoer;1;
1314;CRYP;ram;Het werkgeheugen van de computer is mannelijk;2;
1315;CRYP;ramen;Schatten om doorheen te kijken;3;
1316;CRYP;ratjetoe;Dit gerecht lijkt op een zootje;2;
1317;CRYP;reageerbuisbaby;Kind dat het product is van interactieve tv;3;
1318;CRYP;reclamekaravaan;Mensen op kamelen die de ster volgen in de Tour;3;
1319;CRYP;reuzenrad;Dit wiel is ook voor kleine mensen een attractie;2;
1320;CRYP;rieu;Welke Andre doet strijkwerk;2;
1321;CRYP;rijbewijs;Daarmee bent u bevoegd om in de file te staan;1;
1322;CRYP;rijst;Voedsel dat omhoog komt;1;
1323;CRYP;ringbaard;Die krijgt een bokser als hij zich niet scheert;1;
1324;CRYP;ringbaard;Een harig sieraad voor een man;3;
1325;CRYP;ringslang;Getrouwd reptiel;2;
1326;CRYP;rob;Voornaam van de zeehond;2;
1327;CRYP;robijn;(Edel)steen om mee te wassen;2;
1328;CRYP;rode hond;Kinderziekte, waarvan een huisdier een kleur krijgt;2;
1329;CRYP;roepende;Woestijnbewoner naar wie niet geluisterd wordt;3;
1330;CRYP;roet;Als je dat in het eten gooit, gaat het niet door;2;
1331;CRYP;rokerij;Daar is de vis de sigaar;3;
1332;CRYP;rolletjes;Als het hierop loopt gaat het uitstekend;2;
1333;CRYP;roodborstje;Wie tikt tegen het raam, laat mij erin;1;
1334;CRYP;room;Zuivelproduct uit de Engelse kamer;1;
1335;CRYP;roos;Bloem die vast slaapt;1;
1336;CRYP;rozen;Als je hierop zit,doet het pijn,maar gaat het toch voorspoedig;2;
1337;CRYP;ruit;Figuur waar doorheen gekeken kan worden;2;
1338;CRYP;rumba;Bij deze dans wordt drank niet op prijs gesteld;2;
1339;CRYP;rundervink;Eetbare combinatie van koe en vogel;2;
1340;CRYP;rups;Dier dat aan banden wordt gelegd;2;
1341;CRYP;schietlood;Het lijkt een wapen, maar het is timmermansgereedschap;3;
1342;CRYP;schijnprobleem;Een kapotte lamp is geen groot obstakel en is er eigenlijk niet;3;
1343;CRYP;schoolverlater;Een vis die alleen verder gaat, stopt met leren;2;
1344;CRYP;schoppenvrouw;Mishandelen een dame tijdens een spelletje klaverjassen;2;
1345;CRYP;schort;Kledingstuk waar iets aan mankeert;2;
1346;CRYP;schot;Europeaan die eronder kan worden gehouden;3;
1347;CRYP;schuinsmarcheerder;Een niet recht lopende losbol;2;
1348;CRYP;sexbierum;In een Friese plaats vrijen en zuipen ze er op los;2;
1349;CRYP;sjoelbak;Grap in de synagoge, waarmee gespeeld kan worden;3;
1350;CRYP;sla;Geef die groente een pak rammel;2;
1351;CRYP;slaap;Lichaamsdeel dat opdracht krijgt naar bed te gaan;2;
1352;CRYP;slak;Welk dier woont in je oor;1;
1353;CRYP;slapers;Lijkt een instrument om groente fijn te maken, maar het zijn logés;2;
1354;CRYP;slee;Schrijfster met wie het bergafwaarts gaat;2;
1355;CRYP;slijter;Iemand met dit beroep gaat langzaam kapot;2;
1356;CRYP;slinger;Versiering voor een onderdeel van een ouderwetse klok;2;
1357;CRYP;slipper;Buitenechtelijk schoeisel;2;
1358;CRYP;slokop;Hij eet veel onder invloed;3;
1359;CRYP;sloot;Dit water deed de deur dicht;1;
1360;CRYP;snijboon;Passende groente voor een rare vent;2;
1361;CRYP;snorfiets;Op zo'n vervoermiddel zit het wel goed;2;
1362;CRYP;sokken;Een held die hierop loopt is niet dapper;1;
1363;CRYP;spaarlamp;Peertje dat je niet op de bank kunt zetten;3;
1364;CRYP;spanningzoeker;Gereedschap van een avonturier;3;
1365;CRYP;spin;Als we dit dier slaan, heeft dat effect;2;
1366;CRYP;spit;Graaf en je krijgt rugklachten;2;
1367;CRYP;spookrijder;Zo'n weggebruiker lijkt niet echt, maar is zeer gevaarlijk;2;
1368;CRYP;sporenonderzoek;Recherchewerk bij Prorail;3;
1369;CRYP;sprinters;Hardlopers op het spoor;3;
1370;CRYP;spuitgasten;Bezoekers die heroine gebruiken omdat ze in vuur en vlam staan;3;
1371;CRYP;stageld;Filebelasting die een kampeerder moet betalen;2;
1372;CRYP;station;Alle sporen leiden naar dit gebouw;2;
1373;CRYP;steelband;Criminele groep musici;3;
1374;CRYP;stortregen;Neerslag waar de bank blij mee is;2;
1375;CRYP;strijkkwartet;Vier muzikale wasvrouwen;2;
1376;CRYP;striptekenaar;Een chippendalende cartoonist;3;
1377;CRYP;super;Geweldig goeie benzine;1;
1378;CRYP;taks;Hond die belasting moet betalen;2;
1379;CRYP;tellen;Er zijn momenten dat je er op moet passen;2;
1380;CRYP;teut;Iemand die langzaam dronken wordt;2;
1381;CRYP;theoloog;Deze man sprak niet de waarheid, hoewel hij godsgeleerde is;1;
1382;CRYP;theorie;Deze man en vrouw doen het in de praktijk niet;2;
1383;CRYP;tien;Het ongeluksgetal maar wel minder;3;
1384;CRYP;tientonner;Miljonair voor zwaar vervoer op de weg;3;
1385;CRYP;tipgever;Adviseur die een fooi achterlaat;2;
1386;CRYP;tippelen;Door de rosse buurt wandelen;1;
1387;CRYP;toetje;Een kindergezichtje om op te eten ;1;
1388;CRYP;tol;Voor dit speelgoed moet worden betaald;2;
1389;CRYP;tomtom;Wwee jongens die de weg wijzen;2;
1390;CRYP;ton;Man met een gewicht van 1000 kilo;1;
1391;CRYP;ton;100.000 euro voor Verdonk;1;
1392;CRYP;toon;Die jongen laat de klank horen;2;
1393;CRYP;toonladder;Muzikale trap;2;
1394;CRYP;topconferentie;Vergadering van bergbeklimmers;3;
1395;CRYP;toto;Popgroep die wedt op sportuitslagen;2;
1396;CRYP;traploper;Geef een schaakstuk een schop om iets te bekleden;2;
1397;CRYP;trektocht;Reis waarvan je honger krijgt;2;
1398;CRYP;trendsetter;Hond die voorop loopt in de mode ;3;
1399;CRYP;triest;Naargeestige stad (in Italie);3;
1400;CRYP;trip;Excursie naar het 8-uurjournaal;2;
1401;CRYP;trommelremmen;Die brengen een drummer tot stilstand;3;
1402;CRYP;trouw;Krant die je aanspoort tot een huwelijk;1;
1403;CRYP;tuimelaar;Acrobatische dolfijn;3;
1404;CRYP;tulband;Taart die je op je hoofd kunt zetten;2;
1405;CRYP;tweedeklascoupe;Met een minderwaardig kapsel in de trein;3;
1406;CRYP;twist;Deze dans leidt tot onenigheid;2;
1407;CRYP;u-boot;Aan boord van zo'n schip tutoyeert men elkaar niet;2;
1408;CRYP;uilskuiken;Deze jonge vogel is heel dom;2;
1409;CRYP;uitgaan;Doven die gaan stappen;2;
1410;CRYP;uitgever;Iemand met dit beroep verdient ook al lijkt het niet zo;2;
1411;CRYP;uitje;Zo'n tochtje kan zuur zijn;2;
1412;CRYP;uitkeringstrekker;Die reist rond van de bijstand;3;
1413;CRYP;uitslag;Het resultaat is puistjes;2;
1414;CRYP;uniform;Die kleding is voor iedereen gelijk;2;
1415;CRYP;vaataandoening;Kwaal die men oploopt tijdens de afwas;2;
1416;CRYP;vijgen;Vruchten van een paard;1;
1417;CRYP;visakte;Vergunning van een keeper die veel wordt gepasseerd;3;
1418;CRYP;vlooienband;De binding die apen met elkaar hebben, is voor honden ook nuttig;3;
1419;CRYP;voetzoeker;Pedicure zonder werk;2;
1420;CRYP;vrijersvoeten;Hierop loopt een minnaar;2;
1421;CRYP;vuur;Als het eet leeft het, als het drinkt sterft het …;3;
1422;CRYP;want;Voor dit touwwerk is een handschoen nodig;2;
1423;CRYP;wentelteefje;Aen ronddraaiend vrouwtje om je honger te stillen;3;
1424;CRYP;werklui;Arbeiders die zich liever niet inspannen;2;
1425;CRYP;wielewaal;Wiens lied klinkt 'dudeljo en anders niet';2;
1426;CRYP;zebra;Dier dat over zich heen laat lopen;1;
1427;CRYP;zeeman;Varende winkel;3;
1428;ECO;abp;Wat is het pensioenfonds voor overheids- en onderwijspersoneel?;1;
1429;ECO;accijns;Hoe heet de belasting op benzine, drank, sigaretten e.d. om het gebruik te remmen?;1;
1430;ECO;achmea;Tot welk concern behoren Centraal Beheer, Avero en FBTO?;3;
1431;ECO;actuaris;Hoe heet een verzekeringswiskundige die o.b.v. kansberekening risico's doorrekent en evalueert, o.a. om de premiehoogte te berekenen?;2;
1432;ECO;aex;Wat is de belangrijkste graadmeter op de A'damse effectenbeurs?;2;
1433;ECO;afm;Waarvan was Docters van Leeuwen tot juni 2007 voorzitter?;2;
1434;ECO;ahold;Tot welk concern behoort bol.com?;2;
1435;ECO;ahold;Bij welk concern moest van der Hoeven begin 2003 opstappen?;1;
1436;ECO;air france;Bij welk bedrijf trad topman mei 2018 af nadat het personeel zijn salarisbod had geweigerd en bleef staken?;1;x
1437;ECO;air france;Met welke luchtvaartmaatschappij fuseerde KLM in 2004?;1;
1438;ECO;akzo nobel;Van welk concern is oud-politicus Hans Wijers de topman geweest?;2;
1439;ECO;alitalia;Hoe heet de luchtvaartmaatschappij van Italië?;1;
1440;ECO;allen,paul;Wie was de mede-oprichter naast Bill Gates van Microsoft (overleden 16-10-2018)?;3;
1441;ECO;amstel;Welk merk had de reclameslogan 'dit is de man dit is zijn bier'?;2;
1442;ECO;andrelon;Welk merk (shampoo) had de reclameslogan 'Pam, je haar danst'?;3;
1443;ECO;ansaldo breda;Wie was de fabrikant van de Fyra, die bedoeld was als hogesnelheidstrein tussen A'dam en Brussel maar uiteindelijk nooit reed?;3;
1444;ECO;antje;Welke Frau is de promotor van Nederlandse kaas in Duitsland?;2;
1445;ECO;apeldoorn;Wie moet je volgens Centraal Beheer even bellen?;1;
1446;ECO;appelsientje;Welk merk maakte reclame met 'het beste onder de zon'?;2;
1447;ECO;apple;Van welk bedrijf was Steve Jobs mede-oprichter en CEO van 1997-2011?;2;
1448;ECO;arcen;Waar staan de bierbrouwerijen van Hertog Jan?;3;
1449;ECO;arriva;Welke onderneming verzorgt openbaar vervoer in het noorden van Nederland?;2;
1450;ECO;aspirine;Onder welke merknaam is de pijnstiller van Bayer zo bekend dat het een soortnaam is geworden?;1;
1451;ECO;austin;Welk automerk: maestro, metro, montego?;2;
1452;ECO;australie;Aan welk land is Quantas de luchtvaartmaatschappij?;2;
1453;ECO;boch;Wie of wat hoort bij Villeroy?;2;
1454;ECO;boonstra;Wie was de voorganger van Kleisterlee als topman van Philips?;1;
1455;ECO;brenninkmeijer;Welke familie is de oprichter van C&A?;1;
1456;ECO;brent spar;Wat is de naam van het afgedankte booreiland dat Shell wilde afzinken?;2;
1457;ECO;c1000;Welk bedrijf maakt(e) reclame met 'geen fratsen dat scheelt'?;1;
1458;ECO;cabriolet;Hoe wordt een auto met invouwbaar / opvouwbaar dak genoemd?;2;
1459;ECO;calve;Welk merk gebruikte de reclameslogan 'wie is er niet groot mee geworden'?;2;
1460;ECO;carvalho,charlene de;rijkste vrouw v.Ned. volgens Quote;2;x
1461;ECO;centraal beheer;Welk bedrijf maakt(e) reclame met 'even Apeldoorn bellen'?;1;
1462;ECO;centurion;wat is de naam bezuinigingsoperatie 1990 bij Philips;2;x
1463;ECO;cern;Hoe heet het Europsses onderzoekcentrum in Geneve waar in 2008 de deeltjesversneller in gebruik werd genomen?;2;
1464;ECO;chartaal;Hoe worden bankbiljetten / munten genoemd? … geld (i.t.t. giraal geld) ?;2;
1465;ECO;citroen;Wie is de fabrikant van de Lelijke Eend?;1;
1466;ECO;cook,tim;Wie was de opvolger van Steve Jobs als topman van Apple?;3;
1467;ECO;curator;Wie wordt na een failissement aangesteld als beheerder van de boedel?;2;
1468;ECO;cyberella;Hoe wordt een vrouwelijke hoog-opgeleide IT-specialist genoemd?;3;
1469;ECO;daf;"1993: actie ""100 piek voor een fabriek"". Welke fabriek";2;x
1470;ECO;daf;Van welke auto was de Variomatic de versnelling?;2;
1471;ECO;daf;Welke onderneming werd opgericht door de Gebroeders van Doorne?;1;
1472;ECO;daihatsu;Over welk merk hebben we het: applause, charade en valera?;2;
1473;ECO;ddos;Hoe wordt een cyber aanval genoemd door grote hoeveelheid data op te sturen (4 letters)?;3;
1474;ECO;delft;Waar zijn de fabrieken van Calve?;2;
1475;ECO;detroit;In welke Amerikaanse stad stichtte Henry Ford zijn 1e autofabriek?;2;
1476;ECO;docters v.leeuwen;Wie was de voorganger van Hoogervorst als voorzitter van de AFM, v/h STE?;2;x
1477;ECO;dow-jones;Wat is de belangrijkste index op de beurs van New York?;1;
1478;ECO;dsm;Tot welk concern zijn de vroegere Staatsmijnen omgevormd?;1;
1479;ECO;dubai;Welk Arabisch emiraat liet voor de kust 7 eilanden in de vorm van palmbomen opspuiten?;2;
1480;ECO;easyjet;Waarvan / van welk (luchtvaart) bedrijf is de Griek Stelios de oprichter?;3;
1481;ECO;ebay;Door welk bedrijf werd Marktplaats.nl in november 2004 overgenomen?;2;
1482;ECO;econometrie;Hoe heet de studie die m.b.v. wiskundige modellen economische problemen probeert op te lossen?;2;
1483;ECO;economyclass;Hoe heet de goedkoopste klasse in het vliegverkeer?;1;
1484;ECO;edinburgh;Waar eindigt de trein Flying scotsman,die in Londen begint?;2;
1485;ECO;eelco blok;Wie was de opvolger van Ad Scheepbouwer als topman van KPN (inclusief voornaam)?;3;
1486;ECO;eemshaven;Wat is sinds 2018 het meest noordelijke station van het Neerlandse spoorwegnet?;2;
1487;ECO;eerd,v.;Welke familie is oprichter en eigenaar van de Jumbo supermarkten?;2;
1488;ECO;egberts,douwe;Wie begon in 1753 in Joure een kruidenierswinkel?;2;
1489;ECO;el al;Hoe heet de Israelische luchtvaarmij?;1;
1490;ECO;elandtest;Bij welke test ging de 'babybenz' in de fout (Nederlands)?;2;
1491;ECO;elfproef;Hoe heet de controle die wordt uitgevoerd op de geldigheid van een bankrekeningnummer voordat er met IBAN werd gewerkt?;3;
1492;ECO;elon musk;Hoe heer de topman van Tesla (inclusief voornaam);2;
1493;ECO;elsevier;Met welke Nederlandse uitgever fuseerde het Britse Reed in 1993?;2;
1494;ECO;emmen;Wat was de 1e Nederlandse plaats met woonerven?;3;
1495;ECO;emolumenten;Hoe wordt het totaal aan bijkomende voordelen / inkomsten genoemd dat niet tot het normale salaris behoort (bijv. bonus en kerstgratificatie)?;3;
1496;ECO;enci;Welk bedrijf wint mergel uit de Sint-Pietersberg?;3;
1497;ECO;enneus heerma;Naar wie (voornaam) is de brug tussen Amsterdam en IJburg genoemd?;3;
1498;ECO;enron;Welke Amerikaans energieconcern (grootste ter wereld), ging in 2002 failliet?;2;
1499;ECO;enschede;In welke Nederlandse stad heeft Grolsch de bierproductie geconcentreerd?;2;
1500;ECO;enschede;Welke firma drukte de Nederlandse guldensbankbiljetten?;2;
1501;ECO;e-plus;Du.dochter van KPN,3e telecomaanbieder Duitsland, in 2013 verkocht aan Telefonica;2;x
1502;ECO;ericsson;Bluetoothtechniek is ontwikkeld door de Nederlander Jaap Haartsen. Voor welk bedrijf werkte hij toen?;2;
1503;ECO;ericsson;fabrikant 1e mobiele telefoon;2;x
1504;ECO;escudo ;Wat was de munteenheid van Portugal voor de komst van de euro?;2;
1505;ECO;esso;Welk merk had de reclameslogan 'stop een tijger in je tank'?;1;
1506;ECO;esso;Onder welke naam verkoopt Standard Oil of New Jersey benzine?;2;
1507;ECO;esa estec;Wat is de naam van het ruimtevaartcentrum in Noordwijk?;2;
1508;ECO;eureko;moedermaatschappij Achmea en Interpolis;3;x
1509;ECO;eurlings;Welke Camiel was van 1-7-2013 tot 15-10-2014 topman / CEO van KLM?;2;
1510;ECO;eurocard mastercard;Invullen / aanvullen: sommige dingen zijn onbetaalbaar,voor de rest … ?;2;
1511;ECO;eurostar;Wat is de naam van de hogesnelheidstrein van Brussel naar Londen via Kanaaltunnel?;2;
1512;ECO;eurowings;De prijsvechter van Lufthansa heet niet meer Germanwings, maar sinds 2015 ...?;2;
1513;ECO;eva;Wat is de naam van de in 1960 in Stockholm opgerichte tegenhanger van de EEG?;2;
1514;ECO;expo;Onder welke naam is de wereldtentoonstelling in Brussel van 1958 bekend?;2;
1515;ECO;exxonmobil;De Nederlandse Aardolie Mij (NAM) is voor 50% eigendom van Shell. Wie is de andere eigenaar (eveneens 50%)?;2;
1516;ECO;fiat;Welk automerk: croma, tempra en tipo?;2;
1517;ECO;finland;Uit welk land is Nokia afkomstig?;2;
1518;ECO;flevohof;Onder welke naam opende het huidige Walibi Holland in Biddinghuizen in 1971 de poorten?;1;
1519;ECO;forbes;Welk Amerikaans zakenblad stelt jaarlijks een lijst op met rijkste mensen?;2;
1520;ECO;forbo;Wat is de huidige naam van Linoleum Krommenie?;2;
1521;ECO;fsc;Wat is het keurmerk voor tropisch hout ten teken dat het duurzaam wordt beheerd?;2;
1522;ECO;ftse;Wat is de belangrijkste index op de beurs van Londen?;2;
1523;ECO;fyra;Hoe heet de hogesnelheidstrein A'dam-Brussel die wegens vele gebreken in 2013 werd stilgezet?;1;
1524;ECO;gaffel;Wat is de naam van een hooivork met 2 tanden?;3;
1525;ECO;garnalen;Waarin handelt Heiploeg (Zoutkamp)?;3;
1526;ECO;garuda;Hoe heet de Indonesische luchtvaartmaanschappij?;2;
1527;ECO;gates,bill;Wie is de bekendste oprichter van Microsoft?;1;
1528;ECO;gazelle;Waarop reed Piet Pelle?;2;
1529;ECO;genemuiden;In welke plaats vinden we 14 tapijtfabrieken en de Nederlandse kokosmattenproduktie?;3;
1530;ECO;general motors;Van welk autoconcern is hummer een merk?;2;
1531;ECO;ghan;Hoe heet de treinverbinding dwars door Australie van Darwin naar Adelaide (2x per week)?;3;
1532;ECO;glas;Door welke industrietak is Leerdam bekend (niet kaas)?;2;
1533;ECO;grolsch;In- of aanvullen: op een dag drink je geen bier meer, maar drink je  … ?;1;
1534;ECO;grolsch;Welk (bier)merk had de reclameslogan 'vakmanschap is meesterschap'?;1;
1535;ECO;grolsch;Welke bierbrouwer brouwt Kanon?;2;
1536;ECO;groningen;Hooghoudt, de beste graanjenever, uit … ?;1;
1537;ECO;gulpen;Welke bierbrouwer brengt het merk 'gladiator en gallius' uit?;3;
1538;ECO;h(anzestadt);Welke letter staat er naast de H op auto's uit Hamburg?;2;
1539;ECO;hak;Van wie moet u de groenten hebben volgens Martine Bijl?;1;
1540;ECO;hang-sen;Hoe heet de index van de beurs van Hongkong?;3;
1541;ECO;harrods;Wat is het grootste warenhuis in Londen?;1;
1542;ECO;heerenveen;In welke plaats staan de Batavus-fabrieken?;2;
1543;ECO;hoeven,cees vd;Wie was de topman van Ahold die begin 2003 moest opstappen?;3;
1544;ECO;honda;Welk automerk: concerto, legend en prelude?;2;
1545;ECO;hoogervorst;Wie was de opvolger van Docters van Leeuwen als bestuursvoorzitter van de AFM?;3;
1546;ECO;iata;Hoe heet de wereldwijde organisatie / samenwerkingsverband van luchtvaartmaatschappijen, die o.a. tarieven vaststelt?;2;
1547;ECO;iberia;Hoe heet de Spaanse luchtvaartmaatschappij?;1;
1548;ECO;ibm;Welk bedrijf stond bekend als / had de bijnaam Big Blue?;2;
1549;ECO;icesave;Wat was de naam van de IIslandse bank die in 2009 failliet ging en waarover ruzie is ontstaan over het terugbetalen van spaargelden?;1;
1550;ECO;ierland;Uit welk land is de (oprichter van) prijsvechter Ryanair afkomstig?;2;
1551;ECO;ierland;Uit welk land komt Guinness-bier?;2;
1552;ECO;ierland;Waarover gaat de reclameslogan 'the island of memories'?;2;
1553;ECO;ijzeren rijn;Wat is de naam van de goederenspoorlijn tussen Antwerpen en het Ruhrgebied?;2;
1554;ECO;ikea;Welk bedrijf maakt(e) reclame met de slogan 'ruimte voor ideeën'?;2;
1555;ECO;ikea;Van welk concern is Ingvar Kamprad de oprichter?;2;
1556;ECO;imf;Van welke organisatie was Christine Lagarde tot oktober 2019 hoofd / directeur?;2;
1557;ECO;imf;Van welke organisatie was Strauss-Kahn van 2007-2011 hoofd / directeur?;2;
1558;ECO;imf;Waarvan was de Fransman Camdessus directeur van 1987-2000?;3;
1559;ECO;imtech;Welk Nederlands bedrijf leed grote verliezen op een Pools pretpark en ging in 2015 failliet?;2;
1560;ECO;inc;NV = Ned., Ltd. = Brits, wat is in de USA een vergelijkbare ondenemingsvorm?;2;
1561;ECO;indesit;In- of aanvullen: alles wat je ziet hup in de  … ?;3;
1562;ECO;india;Uit welk land is Tata, het bedrijf dat Corus overnam, afkomstig?;1;
1563;ECO;indonesie;Van welk land is Garuda de luchtvaartmaatschappij?;2;
1564;ECO;indonesie;Van welk land is de roepia de munt?;1;
1565;ECO;inflatie;Wat is het tegenovergestelde van deflatie?;1;
1566;ECO;ing;Door wie werd Barings overgenomen na diens val?;2;
1567;ECO;ing;Tot welk concern behoorde Nationale Nederlanden voor de beursgang in 2015?;3;
1568;ECO;intel;Wie is de grootste computerchipfabrikant ter wereld (waaraan Kroes o.a. een boete oplegde i.v.m. misbruik van haar monopoliepositie)?;1;
1569;ECO;interbrew;Wat is het (Belgische) moederbedrijf van o.a. Dommelsch ?;3;
1570;ECO;intercedent;Hoe heet een bemiddelaar tussen werkzoekende en -aanbieder bij een uitzendburo?;2;
1571;ECO;interpolis;bedrijf Eureko heeft in Ned.2 bedrijven:achmea en ..;2;x
1572;ECO;interpolis;Van welke verzekeringmaanschappij was het reclamesleutelwoord 'glashelder'?;2;
1573;ECO;intrinsieke waarde;naam waarde: activa ve bedrijf minus de totale schulden;3;x
1574;ECO;invensys;Door welk bedrijf werd Baan overgenomen in 2000?;3;
1575;ECO;isidoor;Welke sint werd door de paus voorgesteld als patroon voor internetgebruikers?;3;
1576;ECO;israel;Van welk land is de shekel de munteenheid?;2;
1577;ECO;istanbul;Waar eindigt de Orient-express die in Londen / Parijs begint?;1;
1578;ECO;jacko;Hoe heette de beursgorilla die m.b.v. bananen aangaf welke aandelen gekocht en verkocht moesten worden en de experts versloeg?;3;
1579;ECO;jagermeister;Alleen als ie ijs- en ijskoud is … ?;2;
1580;ECO;joe sixpack;Hoe heet de Amerikaanse tegenhanger van Jan Modaal (inclusief voornaam)?;3;
1581;ECO;joustra;sinds 2011 voorzitter van de Onderzoeksraad voor Veiligheid;3;x
1582;ECO;kanis;Wie hoort bij Gunnink?;1;
1583;ECO;kerviel,jerome;Wie was de Nick Leeson van de Franse bank Societe Generale (fraude 5 miljard euro)?;3;
1584;ECO;king corn;Welk merk kwam met reclameslogan 'het enige dat je weggooit is de verpakking'?;2;
1585;ECO;klm;Bij welk Nederlands bedrijf was Camille Eurlings van 2013-2014 de topman (CEO)?;1;
1586;ECO;knot;Wie was de opvolger van Nout Wellink als president van DNB?;2;
1587;ECO;kopeken;Hoe heet 1/100e deel van de Russische roebel?;3;
1588;ECO;kpn;Van welk bedrijf was Eelco Blok van 2011-2018 de topman (CEO)?;2;
1589;ECO;kpn;Van welk bedrijf was Scheepbouwer tot 2011 de topman?;1;
1590;ECO;kpn;Van welk bedrijf was de reclame 'goeiemoggel', die de Gouden Loeki in 2007 won?;1;
1591;ECO;kroatie;Van welk land is de kuna de munteenheid?;3;
1592;ECO;lagarde,christine;Welke vrouw volgde Strauss-Kahn op als hoofd van het IMF?;2;
1593;ECO;lancia;Welk automerk: delta, kappa en ypsilon?;2;
1594;ECO;lancia;Welk automerk: thesis, phedra en lybra?;3;
1595;ECO;langstraat;Welke streek was eeuwenlang (tot in jaren '90) het centrum van de Nederlandse schoenen- en leerindustrie?;3;
1596;ECO;lanschot,v.;Wat is de oudste onafhankelijke bank van Nederland, stammend uit 1737?;3;
1597;ECO;laos;Van welk land is de kip de munteenheid?;3;
1598;ECO;lauda,nicki;Welke Oostenrijkse formule-1 coureur begon na zijn loopbaan als coureur een vliegtuigmaatschappij?;2;
1599;ECO;lay's;Wat is de nieuwe naam, die Smith chips in 2001 kregen?;2;
1600;ECO;leerdam;In welke plaats is de Nederlandse glasindustrie gevestigd?;2;
1601;ECO;leeson;Wie veroorzaakte de val van Barings?;2;
1602;ECO;legetoi/lego;Wat is het Deense woord voor speelgoed?;3;
1603;ECO;lei;munteenheid Roemenie;2;x
1604;ECO;libeskind;Wat is de naam van de architect, wiens masterplan werd gekozen voor de herbouw van ground zero?;2;
1605;ECO;lire;Wat was de munteenheid van Italie voor de komst van de euro?;1;
1606;ECO;loden leeuw;Hoe heet de televisieprijs voor de meest irritante reclamespot?;3;
1607;ECO;lombardije;Uit welke Italiaanse streek komt de gorgonzola-kaas?;2;
1608;ECO;lotto;Wie maakt(e) reclame met 'het grootste risico om miljonair te worden'?;3;
1609;ECO;louwman en parqui;Wie is de Nederlandse importeur van Toyota?;3;
1610;ECO;lovers;Wie exploiteerde de spoorlijn Amsterdam-Ijmuiden (gestaakt in 1999)?;3;
1611;ECO;lufthansa;Van welke luchtvaartmij is / was German Wings een dochter / de prijsvechter?;2;
1612;ECO;maaslander;"welk merk had de reclameslogan ""minder zout dus je proeft meer kaas""";2;
1613;ECO;mattel;Wie is de fabrikant van de Barbiepop (uit 1959)?;2;
1614;ECO;michels,rinus;Welke voetbalcoach maakte de reclamspots 'happen naar peijnenburg'?;2;
1615;ECO;microsoft;Welk bedrijf is opgericht door Bill Gates?;1;
1616;ECO;mitsubishi;Welk automerk: colt, galant en lancer?;2;
1617;ECO;mitsubishi;Welk automerk: sapporo, sigma en starion?;3;
1618;ECO;mollenkamp;Wie was de directeur van woningbouwvereniging Rochdale (veroordeeld voor valsheid in geschrifte etc., reed in Maserati)?;3;
1619;ECO;mosquito;Hoe wordt het apparaat genoemd, dat gemeenten gebruiken om hangjongeren met geluid te verjagen?;3;
